question_id,concept_code,element,subskill,level,level_order,introduced_at_level,question_type,marks,shuffle_options,term,symbol_display,term_type,meaning,cie_status,cie_requirement,cambridge_source_page,source_url,prompt,options,correct_answer,accepted_answers,mark_scheme,feedback,common_confusions,visual_asset,visual_kind,requires_score_context,score_context_template,audio_required,eligible_modes,progress_skill_code,teacher_tags,status,notes,audio_file,force_text_options
SS-DROP-D,STR-DROP,Popular & EDM,song-structure,Developing,2,Foundation,multiple_choice_reverse,1,Yes,drop,,named_section,"the climactic, full-texture release section of an EDM track, where the main beat, bass and hook return at full energy after a build up",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Which structural term means: the climactic, full-texture release section of an EDM track, where the main beat, bass and hook return at full energy after a build up?",Drop | Build up | Breakdown | Intro,drop,drop,drop. (1),"Correct — the climactic full-texture release after a build up, equivalent in role to a chorus, is the drop.",build up|chorus,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | developing,active,,audio/SS-DROP.mp3,
SS-DROP-S,STR-DROP,Popular & EDM,song-structure,Securing,3,Foundation,short_answer,1,No,drop,,named_section,"the climactic, full-texture release section of an EDM track, where the main beat, bass and hook return at full energy after a build up",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Give the structural term that means: the climactic, full-texture release section of an EDM track, where the main beat, bass and hook return at full energy after a build up.",,drop,drop|drops,1 mark for the correct term: drop.,"Drop: an EDM track's climactic release section — full beat, bass and hook returning after the build up.",build up|chorus,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | securing,active,,audio/SS-DROP.mp3,
SS-DROP-M,STR-DROP,Popular & EDM,song-structure,Mastering,4,Foundation,exam_style_short_answer,2,No,drop,,named_section,"the climactic, full-texture release section of an EDM track, where the main beat, bass and hook return at full energy after a build up",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Explain why the drop is often described as the EDM equivalent of a chorus, referring to how each functions within its genre's structure.",,"Both are the most memorable, full-energy, most-repeated section of their track, carrying the main hook, and both are prepared for by a preceding section (a build up leading to the drop; a verse or pre-chorus leading to the chorus).",both are the main hook section|both are prepared for by a preceding build|most repeated/memorable section,"1 mark for identifying the drop as the main hook/climax equivalent to a chorus; 1 mark for a valid structural comparison (both are prepared for by a rising section beforehand, and both are the most repeated/memorable material).","Like a chorus, the drop is the track's main event — memorable, repeated, full-energy — and just as a chorus is often set up by a verse or pre-chorus, the drop is set up by the build up's rising tension.",build up|chorus,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-POP,structure-spotter | popular | mastering,dropped,,,
SS-ALAP-F,STR-ALAP,World Structures,raga-structure,Foundation,1,Foundation,multiple_choice,1,Yes,ālāp,,named_section,"the slow, unmetred, freely improvised opening section of a raga performance, exploring the raga's notes without a fixed pulse",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does ‘ālāp’ mean in musical structure?,"the slow, unmetred, freely improvised opening section of a raga performance, exploring the raga's notes without a fixed pulse | the fast, metred, climactic closing section of a raga performance, with tabla | the fixed, pre-composed metred piece performed with tabla in a raga performance | a pulsed section that follows the opening of a raga performance, still without percussion","the slow, unmetred, freely improvised opening section of a raga performance, exploring the raga's notes without a fixed pulse","the slow, unmetred, freely improvised opening section of a raga performance, exploring the raga's notes without a fixed pulse","the slow, unmetred, freely improvised opening section of a raga performance, exploring the raga's notes without a fixed pulse. (1)","Correct — the ālāp is a raga performance's slow, unmetred opening, where the soloist freely explores the raga's notes and character without a fixed pulse or percussion.",jōr|jhālā,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-WORLD,structure-spotter | world | foundation,active,,audio/SS-ALAP.mp3,
SS-ALAP-D,STR-ALAP,World Structures,raga-structure,Developing,2,Foundation,multiple_choice_reverse,1,Yes,ālāp,,named_section,"the slow, unmetred, freely improvised opening section of a raga performance, exploring the raga's notes without a fixed pulse",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Which structural term means: the slow, unmetred, freely improvised opening section of a raga performance, exploring the raga's notes without a fixed pulse?",Ālāp | Jhālā | Gat | Jōr,ālāp,ālāp,ālāp. (1),"Correct — the slow, unmetred, freely improvised opening section of a raga performance is the ālāp.",jōr|jhālā,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-WORLD,structure-spotter | world | developing,active,,audio/SS-ALAP.mp3,
SS-ALAP-S,STR-ALAP,World Structures,raga-structure,Securing,3,Foundation,short_answer,1,No,ālāp,,named_section,"the slow, unmetred, freely improvised opening section of a raga performance, exploring the raga's notes without a fixed pulse",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Give the structural term that means: the slow, unmetred, freely improvised opening section of a raga performance, exploring the raga's notes without a fixed pulse.",,alap,alap|ālāp|aalap,1 mark for the correct term: alap.,"Ālāp: the slow, unmetred, improvised opening section of a raga performance.",jōr|jhālā,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-WORLD,structure-spotter | world | securing,active,,audio/SS-ALAP.mp3,
SS-ALAP-M,STR-ALAP,World Structures,raga-structure,Mastering,4,Foundation,exam_style_short_answer,2,No,ālāp,,named_section,"the slow, unmetred, freely improvised opening section of a raga performance, exploring the raga's notes without a fixed pulse",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Explain the musical purpose of the ālāp at the start of a raga performance.,,"It introduces and explores the raga's characteristic notes, ornaments and mood slowly and freely, without a fixed pulse, establishing the raga's identity before rhythm and percussion are introduced later in the performance.",introduces the raga's character|explores the notes freely|establishes the mood before rhythm enters,"2 marks for a clear, accurate explanation that the ālāp establishes/explores the raga's notes and character without pulse, before rhythm is introduced; 1 mark for a partial/vaguer version.","The ālāp is where a raga 'introduces itself' — its characteristic notes, ornaments and mood are explored freely, with pulse and percussion only entering in the later sections.",jōr|jhālā,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-WORLD,structure-spotter | world | mastering,dropped,,,
SS-JOR-F,STR-JOR,World Structures,raga-structure,Foundation,1,Foundation,multiple_choice,1,Yes,jōr,,named_section,"a section of a raga performance that follows the ālāp, introducing a steady pulse for the first time but still without percussion accompaniment",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does ‘jōr’ mean in musical structure?,"a section of a raga performance that follows the ālāp, introducing a steady pulse for the first time but still without percussion accompaniment | the slow, unmetred opening section of a raga performance | the fixed, pre-composed metred piece performed with tabla | the fast, climactic closing section of a raga performance","a section of a raga performance that follows the ālāp, introducing a steady pulse for the first time but still without percussion accompaniment","a section of a raga performance that follows the ālāp, introducing a steady pulse for the first time but still without percussion accompaniment","a section of a raga performance that follows the ālāp, introducing a steady pulse for the first time but still without percussion accompaniment. (1)","Correct — the jōr follows the ālāp, introducing a steady pulse for the first time, though still without tabla/percussion accompaniment.",ālāp|gat,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-WORLD,structure-spotter | world | foundation,active,,audio/SS-JOR.mp3,
SS-JOR-D,STR-JOR,World Structures,raga-structure,Developing,2,Foundation,multiple_choice_reverse,1,Yes,jōr,,named_section,"a section of a raga performance that follows the ālāp, introducing a steady pulse for the first time but still without percussion accompaniment",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Which structural term means: a section of a raga performance that follows the ālāp, introducing a steady pulse for the first time but still without percussion accompaniment?",Jōr | Ālāp | Gat | Jhālā,jōr,jōr,jōr. (1),Correct — the section introducing pulse (but no percussion yet) after the ālāp is the jōr.,ālāp|gat,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-WORLD,structure-spotter | world | developing,active,,audio/SS-JOR.mp3,
SS-JOR-S,STR-JOR,World Structures,raga-structure,Securing,3,Foundation,short_answer,1,No,jōr,,named_section,"a section of a raga performance that follows the ālāp, introducing a steady pulse for the first time but still without percussion accompaniment",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Give the structural term that means: a section of a raga performance that follows the ālāp, introducing a steady pulse for the first time but still without percussion accompaniment.",,jor,jor|jōr|jhor,1 mark for the correct term: jor.,"Jōr: the pulsed section following the ālāp, before percussion enters.",ālāp|gat,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-WORLD,structure-spotter | world | securing,active,,audio/SS-JOR.mp3,
SS-JOR-M,STR-JOR,World Structures,raga-structure,Mastering,4,Foundation,exam_style_short_answer,2,No,jōr,,named_section,"a section of a raga performance that follows the ālāp, introducing a steady pulse for the first time but still without percussion accompaniment",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Explain how the jōr differs from both the ālāp before it and the gat after it.,,"Unlike the ālāp, the jōr has a steady pulse; unlike the gat, it still has no percussion (tabla) accompaniment and no fixed composed melody — it sits between the two, introducing rhythm gradually.",has pulse unlike alap|no tabla unlike gat|transitional section,1 mark for correctly contrasting the jōr with the ālāp (pulse is now present); 1 mark for correctly contrasting it with the gat (still no tabla/fixed composition).,"The jōr is a genuine halfway point — it has gained the ālāp's missing pulse, but hasn't yet gained the gat's tabla accompaniment and fixed composed melody.",ālāp|gat,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-WORLD,structure-spotter | world | mastering,dropped,,,
SS-GAT-F,STR-GAT,World Structures,raga-structure,Foundation,1,Foundation,multiple_choice,1,Yes,gat,,named_section,"a fixed, pre-composed metred piece within a raga performance, accompanied by tabla, that the soloist elaborates and improvises around",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does ‘gat’ mean in musical structure?,"a fixed, pre-composed metred piece within a raga performance, accompanied by tabla, that the soloist elaborates and improvises around | the slow, unmetred opening section, without percussion | the fast, climactic closing section | a pulsed section without percussion, before the fixed composition begins","a fixed, pre-composed metred piece within a raga performance, accompanied by tabla, that the soloist elaborates and improvises around","a fixed, pre-composed metred piece within a raga performance, accompanied by tabla, that the soloist elaborates and improvises around","a fixed, pre-composed metred piece within a raga performance, accompanied by tabla, that the soloist elaborates and improvises around. (1)","Correct — the gat is a fixed, pre-composed metred piece, accompanied by tabla, which the soloist elaborates and improvises around within the raga's framework.",jōr|jhālā,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-WORLD,structure-spotter | world | foundation,active,,audio/SS-GAT.mp3,
SS-GAT-D,STR-GAT,World Structures,raga-structure,Developing,2,Foundation,multiple_choice_reverse,1,Yes,gat,,named_section,"a fixed, pre-composed metred piece within a raga performance, accompanied by tabla, that the soloist elaborates and improvises around",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Which structural term means: a fixed, pre-composed metred piece within a raga performance, accompanied by tabla, that the soloist elaborates and improvises around?",Gat | Ālāp | Jōr | Jhālā,gat,gat,gat. (1),"Correct — a fixed, composed, metred piece with tabla accompaniment is the gat.",jōr|jhālā,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-WORLD,structure-spotter | world | developing,active,,audio/SS-GAT.mp3,
SS-GAT-S,STR-GAT,World Structures,raga-structure,Securing,3,Foundation,short_answer,1,No,gat,,named_section,"a fixed, pre-composed metred piece within a raga performance, accompanied by tabla, that the soloist elaborates and improvises around",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Give the structural term that means: a fixed, pre-composed metred piece within a raga performance, accompanied by tabla, that the soloist elaborates and improvises around.",,gat,gat|gats|ghat,1 mark for the correct term: gat.,"Gat: a fixed, pre-composed metred piece within a raga performance, with tabla accompaniment.",jōr|jhālā,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-WORLD,structure-spotter | world | securing,active,,audio/SS-GAT.mp3,
SS-GAT-M,STR-GAT,World Structures,raga-structure,Mastering,4,Foundation,exam_style_short_answer,2,No,gat,,named_section,"a fixed, pre-composed metred piece within a raga performance, accompanied by tabla, that the soloist elaborates and improvises around",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,Explain what role the tabla plays once the gat section of a raga performance begins.,,"The tabla provides a fixed rhythmic cycle (tāl) accompaniment for the first time in the performance, interacting with and supporting the soloist's elaboration of the fixed composed melody (the gat itself).",provides the fixed tala/rhythmic cycle|accompanies and interacts with the soloist,"2 marks for a clear, accurate explanation that the tabla provides a fixed rhythmic cycle (tāl) accompaniment, interacting with the soloist's elaboration of the gat; 1 mark for a partial/vaguer version.","The gat is the first point in a raga performance where a fixed rhythmic cycle (tāl), played by the tabla, underpins everything — the soloist elaborates freely, but always in dialogue with that cycle.",jōr|jhālā,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-WORLD,structure-spotter | world | mastering,dropped,,,
SS-JHALA-F,STR-JHALA,World Structures,raga-structure,Foundation,1,Foundation,multiple_choice,1,Yes,jhālā,,named_section,"the fast, rhythmically intense, climactic closing section of a raga performance, building excitement to a conclusion",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,What does ‘jhālā’ mean in musical structure?,"the fast, rhythmically intense, climactic closing section of a raga performance, building excitement to a conclusion | the slow, unmetred opening section, without a fixed pulse | a pulsed section without percussion, before the fixed composition begins | the fixed, pre-composed metred piece performed with tabla","the fast, rhythmically intense, climactic closing section of a raga performance, building excitement to a conclusion","the fast, rhythmically intense, climactic closing section of a raga performance, building excitement to a conclusion","the fast, rhythmically intense, climactic closing section of a raga performance, building excitement to a conclusion. (1)","Correct — the jhālā is the fast, rhythmically intense closing section of a raga performance, building excitement to a climactic conclusion.",gat|jōr,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-WORLD,structure-spotter | world | foundation,active,,audio/SS-JHALA.mp3,
SS-JHALA-D,STR-JHALA,World Structures,raga-structure,Developing,2,Foundation,multiple_choice_reverse,1,Yes,jhālā,,named_section,"the fast, rhythmically intense, climactic closing section of a raga performance, building excitement to a conclusion",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Which structural term means: the fast, rhythmically intense, climactic closing section of a raga performance, building excitement to a conclusion?",Jhālā | Ālāp | Jōr | Gat,jhālā,jhālā,jhālā. (1),"Correct — the fast, climactic closing section of a raga performance is the jhālā.",gat|jōr,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-WORLD,structure-spotter | world | developing,active,,audio/SS-JHALA.mp3,
SS-JHALA-S,STR-JHALA,World Structures,raga-structure,Securing,3,Foundation,short_answer,1,No,jhālā,,named_section,"the fast, rhythmically intense, climactic closing section of a raga performance, building excitement to a conclusion",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Give the structural term that means: the fast, rhythmically intense, climactic closing section of a raga performance, building excitement to a conclusion.",,jhala,jhala|jhālā|jala,1 mark for the correct term: jhala.,"Jhālā: the fast, rhythmically intense, climactic closing section of a raga performance.",gat|jōr,,text,No,,Yes,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-WORLD,structure-spotter | world | securing,active,,audio/SS-JHALA.mp3,
SS-JHALA-M,STR-JHALA,World Structures,raga-structure,Mastering,4,Foundation,exam_style_short_answer,2,No,jhālā,,named_section,"the fast, rhythmically intense, climactic closing section of a raga performance, building excitement to a conclusion",explicit,Recognise and use correct terminology for structural sections and devices.,12,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,"Explain how the jhālā provides a sense of conclusion to a raga performance, in terms of tempo and rhythmic activity compared to earlier sections.",,"Tempo and rhythmic activity increase dramatically compared to the ālāp/jōr/gat before it, creating excitement and a clear sense of climax/arrival that brings the whole performance to a decisive close.",tempo increases|rhythmic intensity builds|creates a climactic ending,1 mark for correctly identifying the increase in tempo/rhythmic activity; 1 mark for explaining how this creates a sense of climax/conclusion for the performance as a whole.,"After the ālāp's stillness, the jōr's gradual pulse, and the gat's steady groove, the jhālā's rush of speed and rhythmic energy is what finally brings the raga to its climactic close.",gat|jōr,,text,No,,No,structure-spotter | practice-mode | progress-mode | teacher-mode | exam-lab,SS-WORLD,structure-spotter | world | mastering,dropped,,,
